Patch,Champion,Percentile,Effective Winrate
OB52,Seris,0.05,0.4265
OB52,Seris,0.1,0.4430
OB52,Seris,0.2,0.4589
OB52,Seris,0.3,0.4720
OB52,Seris,0.4,0.4840
OB52,Seris,0.5,0.4955
OB52,Seris,0.6,0.5079
OB52,Seris,0.7,0.5230
OB52,Seris,0.8,0.5425
OB52,Seris,0.9,0.5648
OB52,Seris,0.95,0.5861
OB52,Willo,0.0,0.4080
OB52,Willo,0.05,0.4275
OB52,Willo,0.1,0.4465
OB52,Willo,0.2,0.4632
OB52,Willo,0.3,0.4764
OB52,Willo,0.4,0.4886
OB52,Willo,0.5,0.5010
OB52,Willo,0.6,0.5148
OB52,Willo,0.7,0.5314
OB52,Willo,0.8,0.5521
OB52,Willo,0.9,0.5733
OB52,Willo,0.95,0.5935
OB52,Ash,0.0,0.4118
OB52,Ash,0.05,0.4304
OB52,Ash,0.1,0.4475
OB52,Ash,0.2,0.4623
OB52,Ash,0.3,0.4748
OB52,Ash,0.4,0.4868
OB52,Ash,0.5,0.4984
OB52,Ash,0.6,0.5116
OB52,Ash,0.7,0.5262
OB52,Ash,0.8,0.5425
OB52,Ash,0.9,0.5602
OB52,Ash,0.95,0.5845
OB52,Zhin,0.0,0.4075
OB52,Zhin,0.05,0.4299
OB52,Zhin,0.1,0.4459
OB52,Zhin,0.2,0.4619
OB52,Zhin,0.3,0.4756
OB52,Zhin,0.4,0.4881
OB52,Zhin,0.5,0.5014
OB52,Zhin,0.6,0.5157
OB52,Zhin,0.7,0.5324
OB52,Zhin,0.8,0.5526
OB52,Zhin,0.9,0.5743
OB52,Zhin,0.95,0.5979
OB53,Pip,0.0,0.4005
OB53,Pip,0.05,0.4257
OB53,Pip,0.1,0.4432
OB53,Pip,0.2,0.4600
OB53,Pip,0.3,0.4751
OB53,Pip,0.4,0.4902
OB53,Pip,0.5,0.5055
OB53,Pip,0.6,0.5202
OB53,Pip,0.7,0.5361
OB53,Pip,0.8,0.5602
OB53,Pip,0.9,0.5807
OB53,Pip,0.95,0.6045
OB53,Skye,0.0,0.4030
OB53,Skye,0.05,0.4240
OB53,Skye,0.1,0.4404
OB53,Skye,0.2,0.4562
OB53,Skye,0.3,0.4686
OB53,Skye,0.4,0.4811
OB53,Skye,0.5,0.4948
OB53,Skye,0.6,0.5079
OB53,Skye,0.7,0.5215
OB53,Skye,0.8,0.5376
OB53,Skye,0.9,0.5585
OB53,Skye,0.95,0.5815
OB53,Fernando,0.0,0.4180
OB53,Fernando,0.05,0.4401
OB53,Fernando,0.1,0.4576
OB53,Fernando,0.2,0.4738
OB53,Fernando,0.3,0.4875
OB53,Fernando,0.4,0.5000
OB53,Fernando,0.5,0.5128
OB53,Fernando,0.6,0.5251
OB53,Fernando,0.7,0.5391
OB53,Fernando,0.8,0.5567
OB53,Fernando,0.9,0.5770
OB53,Fernando,0.95,0.5966
OB53,Barik,0.0,0.4195
OB53,Barik,0.05,0.4415
OB53,Barik,0.1,0.4589
OB53,Barik,0.2,0.4744
OB53,Barik,0.3,0.4880
OB53,Barik,0.4,0.4995
OB53,Barik,0.5,0.5112
OB53,Barik,0.6,0.5229
OB53,Barik,0.7,0.5374
OB53,Barik,0.8,0.5553
OB53,Barik,0.9,0.5739
OB53,Barik,0.95,0.5919
OB53,Cassie,0.0,0.3871
OB53,Cassie,0.05,0.4106
OB53,Cassie,0.1,0.4291
OB53,Cassie,0.2,0.4454
OB53,Cassie,0.3,0.4585
OB53,Cassie,0.4,0.4713
OB53,Cassie,0.5,0.4845
OB53,Cassie,0.6,0.4992
OB53,Cassie,0.7,0.5166
OB53,Cassie,0.8,0.5388
OB53,Cassie,0.9,0.5672
OB53,Cassie,0.95,0.6002
OB53,Grohk,0.0,0.4295
OB53,Grohk,0.05,0.4479
OB53,Grohk,0.1,0.4670
OB53,Grohk,0.2,0.4850
OB53,Grohk,0.3,0.4997
OB53,Grohk,0.4,0.5139
OB53,Grohk,0.5,0.5254
OB53,Grohk,0.6,0.5372
OB53,Grohk,0.7,0.5509
OB53,Grohk,0.8,0.5658
OB53,Grohk,0.9,0.5854
OB53,Grohk,0.95,0.6028
OB53,Evie,0.0,0.4097
OB53,Evie,0.05,0.4326
OB53,Evie,0.1,0.4513
OB53,Evie,0.2,0.4685
OB53,Evie,0.3,0.4833
OB53,Evie,0.4,0.4969
OB53,Evie,0.5,0.5106
OB53,Evie,0.6,0.5257
OB53,Evie,0.7,0.5426
OB53,Evie,0.8,0.5615
OB53,Evie,0.9,0.5867
OB53,Evie,0.95,0.6116
OB53,Buck,0.0,0.4143
OB53,Buck,0.05,0.4418
OB53,Buck,0.1,0.4596
OB53,Buck,0.2,0.4754
OB53,Buck,0.3,0.4878
OB53,Buck,0.4,0.5010
OB53,Buck,0.5,0.5142
OB53,Buck,0.6,0.5259
OB53,Buck,0.7,0.5418
OB53,Buck,0.8,0.5658
OB53,Buck,0.9,0.5866
OB53,Buck,0.95,0.6234
OB53,Ruckus,0.0,0.4101
OB53,Ruckus,0.05,0.4322
OB53,Ruckus,0.1,0.4493
OB53,Ruckus,0.2,0.4653
OB53,Ruckus,0.3,0.4785
OB53,Ruckus,0.4,0.4912
OB53,Ruckus,0.5,0.5035
OB53,Ruckus,0.6,0.5155
OB53,Ruckus,0.7,0.5302
OB53,Ruckus,0.8,0.5485
OB53,Ruckus,0.9,0.5682
OB53,Ruckus,0.95,0.5894
OB53,Androxus,0.0,0.3969
OB53,Androxus,0.05,0.4184
OB53,Androxus,0.1,0.4376
OB53,Androxus,0.2,0.4548
OB53,Androxus,0.3,0.4696
OB53,Androxus,0.4,0.4833
OB53,Androxus,0.5,0.4973
OB53,Androxus,0.6,0.5120
OB53,Androxus,0.7,0.5313
OB53,Androxus,0.8,0.5540
OB53,Androxus,0.9,0.5804
OB53,Androxus,0.95,0.6096
OB53,Kinessa,0.0,0.3324
OB53,Kinessa,0.05,0.3782
OB53,Kinessa,0.1,0.3989
OB53,Kinessa,0.2,0.4181
OB53,Kinessa,0.3,0.4323
OB53,Kinessa,0.4,0.4452
OB53,Kinessa,0.5,0.4592
OB53,Kinessa,0.6,0.4730
OB53,Kinessa,0.7,0.4897
OB53,Kinessa,0.8,0.5160
OB53,Kinessa,0.9,0.5552
OB53,Kinessa,0.95,0.6137
OB53,Grover,0.0,0.4183
OB53,Grover,0.05,0.4387
OB53,Grover,0.1,0.4550
OB53,Grover,0.2,0.4700
OB53,Grover,0.3,0.4823
OB53,Grover,0.4,0.4939
OB53,Grover,0.5,0.5057
OB53,Grover,0.6,0.5179
OB53,Grover,0.7,0.5306
OB53,Grover,0.8,0.5484
OB53,Grover,0.9,0.5665
OB53,Grover,0.95,0.5894
OB53,Ying,0.0,0.4220
OB53,Ying,0.05,0.4447
OB53,Ying,0.1,0.4633
OB53,Ying,0.2,0.4812
OB53,Ying,0.3,0.4964
OB53,Ying,0.4,0.5111
OB53,Ying,0.5,0.5246
OB53,Ying,0.6,0.5377
OB53,Ying,0.7,0.5528
OB53,Ying,0.8,0.5706
OB53,Ying,0.9,0.5882
OB53,Ying,0.95,0.6080
OB53,Drogoz,0.0,0.4230
OB53,Drogoz,0.05,0.4449
OB53,Drogoz,0.1,0.4653
OB53,Drogoz,0.2,0.4844
OB53,Drogoz,0.3,0.5005
OB53,Drogoz,0.4,0.5155
OB53,Drogoz,0.5,0.5292
OB53,Drogoz,0.6,0.5432
OB53,Drogoz,0.7,0.5590
OB53,Drogoz,0.8,0.5774
OB53,Drogoz,0.9,0.5958
OB53,Drogoz,0.95,0.6152
OB53,Bomb King,0.0,0.4213
OB53,Bomb King,0.05,0.4426
OB53,Bomb King,0.1,0.4607
OB53,Bomb King,0.2,0.4774
OB53,Bomb King,0.3,0.4923
OB53,Bomb King,0.4,0.5068
OB53,Bomb King,0.5,0.5213
OB53,Bomb King,0.6,0.5374
OB53,Bomb King,0.7,0.5540
OB53,Bomb King,0.8,0.5724
OB53,Bomb King,0.9,0.5924
OB53,Bomb King,0.95,0.6150
OB53,Viktor,0.0,0.3994
OB53,Viktor,0.05,0.4182
OB53,Viktor,0.1,0.4347
OB53,Viktor,0.2,0.4485
OB53,Viktor,0.3,0.4604
OB53,Viktor,0.4,0.4718
OB53,Viktor,0.5,0.4834
OB53,Viktor,0.6,0.4959
OB53,Viktor,0.7,0.5103
OB53,Viktor,0.8,0.5287
OB53,Viktor,0.9,0.5498
OB53,Viktor,0.95,0.5754
OB53,Makoa,0.0,0.3977
OB53,Makoa,0.05,0.4160
OB53,Makoa,0.1,0.4311
OB53,Makoa,0.2,0.4451
OB53,Makoa,0.3,0.4567
OB53,Makoa,0.4,0.4669
OB53,Makoa,0.5,0.4773
OB53,Makoa,0.6,0.4885
OB53,Makoa,0.7,0.5010
OB53,Makoa,0.8,0.5175
OB53,Makoa,0.9,0.5366
OB53,Makoa,0.95,0.5601
OB53,Mal'Damba,0.0,0.4018
OB53,Mal'Damba,0.05,0.4200
OB53,Mal'Damba,0.1,0.4365
OB53,Mal'Damba,0.2,0.4512
OB53,Mal'Damba,0.3,0.4631
OB53,Mal'Damba,0.4,0.4744
OB53,Mal'Damba,0.5,0.4848
OB53,Mal'Damba,0.6,0.4967
OB53,Mal'Damba,0.7,0.5114
OB53,Mal'Damba,0.8,0.5287
OB53,Mal'Damba,0.9,0.5477
OB53,Mal'Damba,0.95,0.5699
OB53,Sha Lin,0.0,0.3877
OB53,Sha Lin,0.05,0.4082
OB53,Sha Lin,0.1,0.4241
OB53,Sha Lin,0.2,0.4431
OB53,Sha Lin,0.3,0.4582
OB53,Sha Lin,0.4,0.4716
OB53,Sha Lin,0.5,0.4837
OB53,Sha Lin,0.6,0.4957
OB53,Sha Lin,0.7,0.5082
OB53,Sha Lin,0.8,0.5269
OB53,Sha Lin,0.9,0.5473
OB53,Sha Lin,0.95,0.5731
OB53,Tyra,0.0,0.4104
OB53,Tyra,0.05,0.4312
OB53,Tyra,0.1,0.4487
OB53,Tyra,0.2,0.4656
OB53,Tyra,0.3,0.4792
OB53,Tyra,0.4,0.4912
OB53,Tyra,0.5,0.5029
OB53,Tyra,0.6,0.5147
OB53,Tyra,0.7,0.5286
OB53,Tyra,0.8,0.5449
OB53,Tyra,0.9,0.5624
OB53,Tyra,0.95,0.5864
OB53,Torvald,0.0,0.4459
OB53,Torvald,0.05,0.4695
OB53,Torvald,0.1,0.4883
OB53,Torvald,0.2,0.5059
OB53,Torvald,0.3,0.5199
OB53,Torvald,0.4,0.5336
OB53,Torvald,0.5,0.5462
OB53,Torvald,0.6,0.5588
OB53,Torvald,0.7,0.5716
OB53,Torvald,0.8,0.5854
OB53,Torvald,0.9,0.5983
OB53,Torvald,0.95,0.6116
OB53,Maeve,0.0,0.4025
OB53,Maeve,0.05,0.4217
OB53,Maeve,0.1,0.4378
OB53,Maeve,0.2,0.4537
OB53,Maeve,0.3,0.4672
OB53,Maeve,0.4,0.4811
OB53,Maeve,0.5,0.4946
OB53,Maeve,0.6,0.5092
OB53,Maeve,0.7,0.5259
OB53,Maeve,0.8,0.5477
OB53,Maeve,0.9,0.5706
OB53,Maeve,0.95,0.5923
OB53,Inara,0.0,0.3979
OB53,Inara,0.05,0.4240
OB53,Inara,0.1,0.4434
OB53,Inara,0.2,0.4596
OB53,Inara,0.3,0.4736
OB53,Inara,0.4,0.4861
OB53,Inara,0.5,0.4981
OB53,Inara,0.6,0.5103
OB53,Inara,0.7,0.5248
OB53,Inara,0.8,0.5430
OB53,Inara,0.9,0.5595
OB53,Inara,0.95,0.5811
OB53,Lex,0.0,0.4086
OB53,Lex,0.05,0.4277
OB53,Lex,0.1,0.4459
OB53,Lex,0.2,0.4626
OB53,Lex,0.3,0.4773
OB53,Lex,0.4,0.4902
OB53,Lex,0.5,0.5027
OB53,Lex,0.6,0.5168
OB53,Lex,0.7,0.5324
OB53,Lex,0.8,0.5499
OB53,Lex,0.9,0.5691
OB53,Lex,0.95,0.5939
OB53,Seris,0.0,0.4059
OB53,Seris,0.05,0.4257
OB53,Seris,0.1,0.4414
OB53,Seris,0.2,0.4557
OB53,Seris,0.3,0.4681
OB53,Seris,0.4,0.4800
OB53,Seris,0.5,0.4916
OB53,Seris,0.6,0.5040
OB53,Seris,0.7,0.5180
OB53,Seris,0.8,0.5357
OB53,Seris,0.9,0.5542
OB53,Seris,0.95,0.5754
OB53,Willo,0.0,0.4201
OB53,Willo,0.05,0.4427
OB53,Willo,0.1,0.4593
OB53,Willo,0.2,0.4749
OB53,Willo,0.3,0.4869
OB53,Willo,0.4,0.4994
OB53,Willo,0.5,0.5120
OB53,Willo,0.6,0.5252
OB53,Willo,0.7,0.5398
OB53,Willo,0.8,0.5590
OB53,Willo,0.9,0.5790
OB53,Willo,0.95,0.5999
OB53,Ash,0.0,0.4100
OB53,Ash,0.05,0.4278
OB53,Ash,0.1,0.4431
OB53,Ash,0.2,0.4565
OB53,Ash,0.3,0.4682
OB53,Ash,0.4,0.4792
OB53,Ash,0.5,0.4908
OB53,Ash,0.6,0.5038
OB53,Ash,0.7,0.5179
OB53,Ash,0.8,0.5346
OB53,Ash,0.9,0.5551
OB53,Ash,0.95,0.5784
OB53,Zhin,0.0,0.4101
OB53,Zhin,0.05,0.4348
OB53,Zhin,0.1,0.4535
OB53,Zhin,0.2,0.4714
OB53,Zhin,0.3,0.4858
OB53,Zhin,0.4,0.4992
OB53,Zhin,0.5,0.5120
OB53,Zhin,0.6,0.5269
OB53,Zhin,0.7,0.5443
OB53,Zhin,0.8,0.5635
OB53,Zhin,0.9,0.5856
OB53,Zhin,0.95,0.6091
OB54,Pip,0.0,0.4033
OB54,Pip,0.05,0.4257
OB54,Pip,0.1,0.4424
OB54,Pip,0.2,0.4597
OB54,Pip,0.3,0.4752
OB54,Pip,0.4,0.4896
OB54,Pip,0.5,0.5033
OB54,Pip,0.6,0.5187
OB54,Pip,0.7,0.5344
OB54,Pip,0.8,0.5527
OB54,Pip,0.9,0.5723
OB54,Pip,0.95,0.5937
OB54,Skye,0.0,0.4022
OB54,Skye,0.05,0.4230
OB54,Skye,0.1,0.4394
OB54,Skye,0.2,0.4553
OB54,Skye,0.3,0.4681
OB54,Skye,0.4,0.4805
OB54,Skye,0.5,0.4936
OB54,Skye,0.6,0.5058
OB54,Skye,0.7,0.5195
OB54,Skye,0.8,0.5370
OB54,Skye,0.9,0.5566
OB54,Skye,0.95,0.5745
OB54,Fernando,0.0,0.4251
OB54,Fernando,0.05,0.4476
OB54,Fernando,0.1,0.4646
OB54,Fernando,0.2,0.4814
OB54,Fernando,0.3,0.4947
OB54,Fernando,0.4,0.5069
OB54,Fernando,0.5,0.5195
OB54,Fernando,0.6,0.5323
OB54,Fernando,0.7,0.5476
OB54,Fernando,0.8,0.5653
OB54,Fernando,0.9,0.5819
OB54,Fernando,0.95,0.6012
OB54,Barik,0.0,0.4203
OB54,Barik,0.05,0.4426
OB54,Barik,0.1,0.4591
OB54,Barik,0.2,0.4754
OB54,Barik,0.3,0.4893
OB54,Barik,0.4,0.5013
OB54,Barik,0.5,0.5129
OB54,Barik,0.6,0.5243
OB54,Barik,0.7,0.5381
OB54,Barik,0.8,0.5557
OB54,Barik,0.9,0.5721
OB54,Barik,0.95,0.5897
OB54,Cassie,0.0,0.3932
OB54,Cassie,0.05,0.4176
OB54,Cassie,0.1,0.4351
OB54,Cassie,0.2,0.4520
OB54,Cassie,0.3,0.4661
OB54,Cassie,0.4,0.4789
OB54,Cassie,0.5,0.4917
OB54,Cassie,0.6,0.5056
OB54,Cassie,0.7,0.5217
OB54,Cassie,0.8,0.5420
OB54,Cassie,0.9,0.5645
OB54,Cassie,0.95,0.5976
OB54,Grohk,0.0,0.4269
OB54,Grohk,0.05,0.4527
OB54,Grohk,0.1,0.4688
OB54,Grohk,0.2,0.4860
OB54,Grohk,0.3,0.4984
OB54,Grohk,0.4,0.5098
OB54,Grohk,0.5,0.5223
OB54,Grohk,0.6,0.5340
OB54,Grohk,0.7,0.5481
OB54,Grohk,0.8,0.5627
OB54,Grohk,0.9,0.5782
OB54,Grohk,0.95,0.5966
OB54,Evie,0.0,0.4125
OB54,Evie,0.05,0.4359
OB54,Evie,0.1,0.4522
OB54,Evie,0.2,0.4692
OB54,Evie,0.3,0.4835
OB54,Evie,0.4,0.4970
OB54,Evie,0.5,0.5106
OB54,Evie,0.6,0.5241
OB54,Evie,0.7,0.5398
OB54,Evie,0.8,0.5615
OB54,Evie,0.9,0.5843
OB54,Evie,0.95,0.6031
OB54,Buck,0.0,0.3975
OB54,Buck,0.05,0.4286
OB54,Buck,0.1,0.4533
OB54,Buck,0.2,0.4708
OB54,Buck,0.3,0.4839
OB54,Buck,0.4,0.4950
OB54,Buck,0.5,0.5055
OB54,Buck,0.6,0.5173
OB54,Buck,0.7,0.5303
OB54,Buck,0.8,0.5469
OB54,Buck,0.9,0.5703
OB54,Buck,0.95,0.6017
OB54,Ruckus,0.0,0.4130
OB54,Ruckus,0.05,0.4336
OB54,Ruckus,0.1,0.4505
OB54,Ruckus,0.2,0.4663
OB54,Ruckus,0.3,0.4802
OB54,Ruckus,0.4,0.4923
OB54,Ruckus,0.5,0.5039
OB54,Ruckus,0.6,0.5164
OB54,Ruckus,0.7,0.5314
OB54,Ruckus,0.8,0.5495
OB54,Ruckus,0.9,0.5691
OB54,Ruckus,0.95,0.5908
OB54,Androxus,0.0,0.3967
OB54,Androxus,0.05,0.4181
OB54,Androxus,0.1,0.4359
OB54,Androxus,0.2,0.4527
OB54,Androxus,0.3,0.4674
OB54,Androxus,0.4,0.4805
OB54,Androxus,0.5,0.4950
OB54,Androxus,0.6,0.5101
OB54,Androxus,0.7,0.5254
OB54,Androxus,0.8,0.5446
OB54,Androxus,0.9,0.5667
OB54,Androxus,0.95,0.6001
OB54,Kinessa,0.0,0.3579
OB54,Kinessa,0.05,0.3893
OB54,Kinessa,0.1,0.4083
OB54,Kinessa,0.2,0.4200
OB54,Kinessa,0.3,0.4330
OB54,Kinessa,0.4,0.4459
OB54,Kinessa,0.5,0.4635
OB54,Kinessa,0.6,0.4780
OB54,Kinessa,0.7,0.4919
OB54,Kinessa,0.8,0.5167
OB54,Kinessa,0.9,0.5469
OB54,Kinessa,0.95,0.5909
OB54,Grover,0.0,0.4221
OB54,Grover,0.05,0.4414
OB54,Grover,0.1,0.4577
OB54,Grover,0.2,0.4731
OB54,Grover,0.3,0.4866
OB54,Grover,0.4,0.4984
OB54,Grover,0.5,0.5103
OB54,Grover,0.6,0.5217
OB54,Grover,0.7,0.5344
OB54,Grover,0.8,0.5505
OB54,Grover,0.9,0.5700
OB54,Grover,0.95,0.5903
OB54,Ying,0.0,0.4221
OB54,Ying,0.05,0.4447
OB54,Ying,0.1,0.4634
OB54,Ying,0.2,0.4819
OB54,Ying,0.3,0.4965
OB54,Ying,0.4,0.5106
OB54,Ying,0.5,0.5234
OB54,Ying,0.6,0.5358
OB54,Ying,0.7,0.5508
OB54,Ying,0.8,0.5674
OB54,Ying,0.9,0.5842
OB54,Ying,0.95,0.6012
OB54,Drogoz,0.0,0.4219
OB54,Drogoz,0.05,0.4459
OB54,Drogoz,0.1,0.4675
OB54,Drogoz,0.2,0.4848
OB54,Drogoz,0.3,0.4993
OB54,Drogoz,0.4,0.5143
OB54,Drogoz,0.5,0.5283
OB54,Drogoz,0.6,0.5429
OB54,Drogoz,0.7,0.5575
OB54,Drogoz,0.8,0.5762
OB54,Drogoz,0.9,0.5928
OB54,Drogoz,0.95,0.6125
OB54,Bomb King,0.0,0.4233
OB54,Bomb King,0.05,0.4429
OB54,Bomb King,0.1,0.4599
OB54,Bomb King,0.2,0.4752
OB54,Bomb King,0.3,0.4882
OB54,Bomb King,0.4,0.5011
OB54,Bomb King,0.5,0.5140
OB54,Bomb King,0.6,0.5291
OB54,Bomb King,0.7,0.5463
OB54,Bomb King,0.8,0.5642
OB54,Bomb King,0.9,0.5834
OB54,Bomb King,0.95,0.6035
OB54,Viktor,0.0,0.3987
OB54,Viktor,0.05,0.4175
OB54,Viktor,0.1,0.4341
OB54,Viktor,0.2,0.4496
OB54,Viktor,0.3,0.4617
OB54,Viktor,0.4,0.4735
OB54,Viktor,0.5,0.4856
OB54,Viktor,0.6,0.4982
OB54,Viktor,0.7,0.5118
OB54,Viktor,0.8,0.5291
OB54,Viktor,0.9,0.5493
OB54,Viktor,0.95,0.5763
OB54,Makoa,0.0,0.3978
OB54,Makoa,0.05,0.4161
OB54,Makoa,0.1,0.4321
OB54,Makoa,0.2,0.4461
OB54,Makoa,0.3,0.4572
OB54,Makoa,0.4,0.4669
OB54,Makoa,0.5,0.4771
OB54,Makoa,0.6,0.4883
OB54,Makoa,0.7,0.5002
OB54,Makoa,0.8,0.5164
OB54,Makoa,0.9,0.5344
OB54,Makoa,0.95,0.5574
OB54,Mal'Damba,0.0,0.4061
OB54,Mal'Damba,0.05,0.4241
OB54,Mal'Damba,0.1,0.4397
OB54,Mal'Damba,0.2,0.4548
OB54,Mal'Damba,0.3,0.4668
OB54,Mal'Damba,0.4,0.4777
OB54,Mal'Damba,0.5,0.4880
OB54,Mal'Damba,0.6,0.4985
OB54,Mal'Damba,0.7,0.5106
OB54,Mal'Damba,0.8,0.5287
OB54,Mal'Damba,0.9,0.5504
OB54,Mal'Damba,0.95,0.5717
OB54,Sha Lin,0.0,0.3898
OB54,Sha Lin,0.05,0.4103
OB54,Sha Lin,0.1,0.4251
OB54,Sha Lin,0.2,0.4409
OB54,Sha Lin,0.3,0.4566
OB54,Sha Lin,0.4,0.4701
OB54,Sha Lin,0.5,0.4823
OB54,Sha Lin,0.6,0.4937
OB54,Sha Lin,0.7,0.5069
OB54,Sha Lin,0.8,0.5257
OB54,Sha Lin,0.9,0.5452
OB54,Sha Lin,0.95,0.5739
OB54,Tyra,0.0,0.4124
OB54,Tyra,0.05,0.4344
OB54,Tyra,0.1,0.4504
OB54,Tyra,0.2,0.4665
OB54,Tyra,0.3,0.4794
OB54,Tyra,0.4,0.4916
OB54,Tyra,0.5,0.5035
OB54,Tyra,0.6,0.5158
OB54,Tyra,0.7,0.5295
OB54,Tyra,0.8,0.5461
OB54,Tyra,0.9,0.5635
OB54,Tyra,0.95,0.5833
OB54,Torvald,0.0,0.4427
OB54,Torvald,0.05,0.4660
OB54,Torvald,0.1,0.4851
OB54,Torvald,0.2,0.5032
OB54,Torvald,0.3,0.5183
OB54,Torvald,0.4,0.5312
OB54,Torvald,0.5,0.5435
OB54,Torvald,0.6,0.5557
OB54,Torvald,0.7,0.5689
OB54,Torvald,0.8,0.5825
OB54,Torvald,0.9,0.5945
OB54,Torvald,0.95,0.6082
OB54,Maeve,0.0,0.4006
OB54,Maeve,0.05,0.4203
OB54,Maeve,0.1,0.4368
OB54,Maeve,0.2,0.4540
OB54,Maeve,0.3,0.4688
OB54,Maeve,0.4,0.4817
OB54,Maeve,0.5,0.4948
OB54,Maeve,0.6,0.5092
OB54,Maeve,0.7,0.5234
OB54,Maeve,0.8,0.5427
OB54,Maeve,0.9,0.5626
OB54,Maeve,0.95,0.5858
OB54,Inara,0.0,0.4028
OB54,Inara,0.05,0.4262
OB54,Inara,0.1,0.4438
OB54,Inara,0.2,0.4592
OB54,Inara,0.3,0.4723
OB54,Inara,0.4,0.4845
OB54,Inara,0.5,0.4959
OB54,Inara,0.6,0.5090
OB54,Inara,0.7,0.5218
OB54,Inara,0.8,0.5380
OB54,Inara,0.9,0.5574
OB54,Inara,0.95,0.5748
OB54,Lex,0.0,0.4086
OB54,Lex,0.05,0.4273
OB54,Lex,0.1,0.4449
OB54,Lex,0.2,0.4605
OB54,Lex,0.3,0.4732
OB54,Lex,0.4,0.4854
OB54,Lex,0.5,0.4981
OB54,Lex,0.6,0.5126
OB54,Lex,0.7,0.5281
OB54,Lex,0.8,0.5458
OB54,Lex,0.9,0.5664
OB54,Lex,0.95,0.5922
OB54,Seris,0.0,0.4080
OB54,Seris,0.05,0.4269
OB54,Seris,0.1,0.4417
OB54,Seris,0.2,0.4562
OB54,Seris,0.3,0.4685
OB54,Seris,0.4,0.4792
OB54,Seris,0.5,0.4899
OB54,Seris,0.6,0.5015
OB54,Seris,0.7,0.5153
OB54,Seris,0.8,0.5314
OB54,Seris,0.9,0.5487
OB54,Seris,0.95,0.5694
OB54,Willo,0.0,0.4257
OB54,Willo,0.05,0.4473
OB54,Willo,0.1,0.4645
OB54,Willo,0.2,0.4803
OB54,Willo,0.3,0.4936
OB54,Willo,0.4,0.5064
OB54,Willo,0.5,0.5184
OB54,Willo,0.6,0.5315
OB54,Willo,0.7,0.5475
OB54,Willo,0.8,0.5662
OB54,Willo,0.9,0.5828
OB54,Willo,0.95,0.6040
OB54,Ash,0.0,0.4118
OB54,Ash,0.05,0.4286
OB54,Ash,0.1,0.4423
OB54,Ash,0.2,0.4560
OB54,Ash,0.3,0.4671
OB54,Ash,0.4,0.4771
OB54,Ash,0.5,0.4876
OB54,Ash,0.6,0.4987
OB54,Ash,0.7,0.5118
OB54,Ash,0.8,0.5277
OB54,Ash,0.9,0.5461
OB54,Ash,0.95,0.5673
OB54,Lian,0.0,0.4091
OB54,Lian,0.05,0.4239
OB54,Lian,0.1,0.4373
OB54,Lian,0.2,0.4508
OB54,Lian,0.3,0.4629
OB54,Lian,0.4,0.4757
OB54,Lian,0.5,0.4891
OB54,Lian,0.6,0.5019
OB54,Lian,0.7,0.5164
OB54,Lian,0.8,0.5358
OB54,Lian,0.9,0.5588
OB54,Lian,0.95,0.5839
OB54,Zhin,0.0,0.4121
OB54,Zhin,0.05,0.4362
OB54,Zhin,0.1,0.4552
OB54,Zhin,0.2,0.4728
OB54,Zhin,0.3,0.4873
OB54,Zhin,0.4,0.5007
OB54,Zhin,0.5,0.5144
OB54,Zhin,0.6,0.5295
OB54,Zhin,0.7,0.5472
OB54,Zhin,0.8,0.5661
OB54,Zhin,0.9,0.5854
OB54,Zhin,0.95,0.6051
OB55,Pip,0.0,0.4095
OB55,Pip,0.05,0.4309
OB55,Pip,0.1,0.4499
OB55,Pip,0.2,0.4668
OB55,Pip,0.3,0.4796
OB55,Pip,0.4,0.4920
OB55,Pip,0.5,0.5044
OB55,Pip,0.6,0.5191
OB55,Pip,0.7,0.5330
OB55,Pip,0.8,0.5495
OB55,Pip,0.9,0.5659
OB55,Pip,0.95,0.5892
OB55,Skye,0.0,0.4111
OB55,Skye,0.05,0.4298
OB55,Skye,0.1,0.4437
OB55,Skye,0.2,0.4567
OB55,Skye,0.3,0.4680
OB55,Skye,0.4,0.4786
OB55,Skye,0.5,0.4896
OB55,Skye,0.6,0.5010
OB55,Skye,0.7,0.5139
OB55,Skye,0.8,0.5297
OB55,Skye,0.9,0.5483
OB55,Skye,0.95,0.5673
OB55,Fernando,0.0,0.4299
OB55,Fernando,0.05,0.4508
OB55,Fernando,0.1,0.4677
OB55,Fernando,0.2,0.4836
OB55,Fernando,0.3,0.4963
OB55,Fernando,0.4,0.5077
OB55,Fernando,0.5,0.5194
OB55,Fernando,0.6,0.5310
OB55,Fernando,0.7,0.5446
OB55,Fernando,0.8,0.5607
OB55,Fernando,0.9,0.5769
OB55,Fernando,0.95,0.5942
OB55,Barik,0.0,0.4255
OB55,Barik,0.05,0.4462
OB55,Barik,0.1,0.4627
OB55,Barik,0.2,0.4771
OB55,Barik,0.3,0.4887
OB55,Barik,0.4,0.5001
OB55,Barik,0.5,0.5102
OB55,Barik,0.6,0.5212
OB55,Barik,0.7,0.5347
OB55,Barik,0.8,0.5514
OB55,Barik,0.9,0.5666
OB55,Barik,0.95,0.5817
OB55,Cassie,0.0,0.4005
OB55,Cassie,0.05,0.4227
OB55,Cassie,0.1,0.4390
OB55,Cassie,0.2,0.4540
OB55,Cassie,0.3,0.4671
OB55,Cassie,0.4,0.4798
